_input,_num,_widgetName,_source,_resultNumber,_pageUrl,review,reviewer,reviewerlocation,roomtip,numberofreviews,staydate
,473,RenaissanceSouthPark,RenaissanceSouthPark,473,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r332676766-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Stay away. Worst front desk representatives in 7 years of Sunday-Friday weekly travel. Stay elsewhere. Do not waste your time or your or your company's money at this place. Terrible customer service at front desk poorly managed. Many options around including 3 other Marriott brands. I would stay at Super 8 before staying here.,bryko,,,1 review,Stayed December 2015 travelled on business
,474,RenaissanceSouthPark,RenaissanceSouthPark,474,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r332676766-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,I stay here whenever I'm in Charlotte for business. The rooms and staff are phenomenal. Truly one of the best hotels in town. The hotel is also in a great location South Park. Very close to lots of nice restaurants and a great shopping mall. I would highly recommend staying here whether in town for business or pleasure.,Ryan R,Kaysville Utah,,318 reviews,Stayed December 2015
,475,RenaissanceSouthPark,RenaissanceSouthPark,475,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r332676766-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,From the moment you arrive you know you've made the right choice! The doorman Danny might just possibly be the sweetest kindest most helpful person I've ever met. Just a really genuine caring person and you can tell he loves and takes pride in his work making people feel at home while away from home. The special feeling you get from him holding the door open for you and insisting on helping you just continues at the front desk then at the cocktail station just before the elevator to your room where you are greeted with the concoction of the day! We held our team meeting here and loved everything about it! The food was great the rooms spotless and every staff member was over the top. Almost makes you want to have another meeting before the next one is due! Fabulous!!,soccermom0109,Cornelius North Carolina,,2 reviews,Stayed December 2015 travelled on business
,476,RenaissanceSouthPark,RenaissanceSouthPark,476,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r260939190-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,I always struggle with whether or not an hotel should get a "5"" rating or not. This hotel was great and the staff was fantastic at every turn. The rooms are a great size with a separate living room and bedroom. While the beds were a bit too firm for my taste it seemed relatively new. One of my favorite things was that they provided Aveda toiletries and the towels we're thick and plentiful. A coworker raved about the crab cakes from the restaurant and I thought that the bar staff was super friendly. Is the hotel completely remodeled and totally up to date? No but it's great for business travel and I'd be happy to stay there again!,Julie C,Fishers Indiana,,106 reviews,Stayed March 2015 travelled on business
,477,RenaissanceSouthPark,RenaissanceSouthPark,477,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r260939190-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,Everything you would expect from the Rennaisance brand. It's a beautiful hotel and very new and modern. The staff is very welcoming. A very nice gym and concierge lounge. I will definitely stay here again the next time I am in Charlotte. Plus South Park is an amazing location.,Ryan R,Kaysville Utah,,318 reviews,Stayed March 2015
,478,RenaissanceSouthPark,RenaissanceSouthPark,478,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r260939190-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,I travel to Charlotte monthly on business and stay in my usual Marriott Courtyard - this time I had the opportunity to stay at the Renaissance and I was pleasantly surprised with this hotel. It is a full service hotel elegant bar courtyard style restaurant/bar. The room are spacious and very nicely decorated. The staff is so friendly and helpful! This is a great hotel for business or pleasure. It is also so close to the Mall and excellent restaurants.... Great location... Definitely recommend it.,dragonflyljt,St. Petersburg Florida,,9 reviews,Stayed March 2015 travelled on business
,479,RenaissanceSouthPark,RenaissanceSouthPark,479,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r260939190-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,Hotel is very nicely put together. Contemporary design..clean and friendly. Beds were comfortable- rooms nicely decorated and modern. The dining area was gorgeous however we did not eat at this location. Area in lobby set up for kids.,Kathy R,Circleville Ohio,,19 reviews,Stayed March 2015 travelled with family
,480,RenaissanceSouthPark,RenaissanceSouthPark,480,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r260939190-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,Beautiful hotel with free parking and close to lots of fun shopping and restaurants. I had a special event there for work and the event room was nice the food was delicious and the staff (especially James) was very helpful and supportive. We were supposed to stay in the club level but since we checked in early for my event it was not available. We stayed on a regular floor and there happened to have been a concert that night. People came back from the concert at 2AM making so much noise is was awful. We had to get up early the next morning to get to the next destination and did not get much sleep. As a Marriott Rewards member I though they would have upgraded me but they did not. Also the American Girl doll events were going on all weekend with little girls running around squealing in the lobby and other areas.,525Molly,Philadelphia PA,Room Tip: Ask for a room with a balcony overlooking lobby. See more room tips,24 reviews,Stayed March 2015 travelled on business
,481,RenaissanceSouthPark,RenaissanceSouthPark,481,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r330750332-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,I stay here whenever I'm in Charlotte for business. The rooms and staff are phenomenal. Truly one of the best hotels in town. The hotel is also in a great location South Park. Very close to lots of nice restaurants and a great shopping mall. I would highly recommend staying here whether in town for business or pleasure.,Ryan R,Kaysville Utah,,318 reviews,Stayed December 2015
,482,RenaissanceSouthPark,RenaissanceSouthPark,482,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r330750332-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,From the moment you arrive you know you've made the right choice! The doorman Danny might just possibly be the sweetest kindest most helpful person I've ever met. Just a really genuine caring person and you can tell he loves and takes pride in his work making people feel at home while away from home. The special feeling you get from him holding the door open for you and insisting on helping you just continues at the front desk then at the cocktail station just before the elevator to your room where you are greeted with the concoction of the day! We held our team meeting here and loved everything about it! The food was great the rooms spotless and every staff member was over the top. Almost makes you want to have another meeting before the next one is due! Fabulous!!,soccermom0109,Cornelius North Carolina,,2 reviews,Stayed December 2015 travelled on business
,483,RenaissanceSouthPark,RenaissanceSouthPark,483,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r330750332-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The Charlotte Renaissance Hotel on an incredibly foggy night was cozy friendly and radiant like a bright beacon amongst the glooming shadows and mists. Danny the gentleman at the front door must have been an Angel in disguise lifting my spirit immediately from his most hospitable and kind greeting holding the door for me slowly making my way in. The staff were all so friendly and super efficient with superior service. I visited the pool to get prepared for upcoming surgery and the environment was so appealing seemingly private that it boosted my morale for the rigorous walk in wonderland water! Later when I departed Danny once again showed so much kindness that I imagine weary travelers should immediately feel at home with the Renaissance Hotel staff and Danny smiling at the door. Thank you Renaissance Team!,CharloAsh17,,,1 review,Stayed December 2015 travelled solo
,484,RenaissanceSouthPark,RenaissanceSouthPark,484,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r330750332-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Our group of 44 were Vietnam War USAF pilots and spouses for our 47th Reunion. We loved the accommodations and reunion gathering spaces. But clearly the best was the wonderful service provided by the entire Renaissance staff. Specifically Jean Joiner who helped get all the planning started. Kristy Giragosian was fantastic with all the specific arrangements. The food was excellent. We can't say enough positives!,David P,Clover South Carolina,,7 reviews,Stayed October 2015 travelled with friends
,485,RenaissanceSouthPark,RenaissanceSouthPark,485,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r330750332-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,I stayed at this hotel for a work conference recently. Rooms are not sound proof; you can hear everything in the adjacent rooms and the hallway. Also hard to find a quiet place to take a call or do work in the common spaces in the hotel. I ate lunch at the restaurant - service was very slow. The hotel seemed very understaffed for the number of guests/conferences that were taking place.,MNWorldTraveler,Minneapolis MN,,77 reviews,Stayed November 2015 travelled on business
